Date,Mean,Std,Skewness,Kurtosis,Peak2Peak,RMS,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Energy
2013-04-03 21:29:42,0.258465948348591,2.3346739087789463,0.0005157547858353757,0.34725626695171563,25.376646049999998,2.348937399504061,5.5276347180394705,1.26862543740235,7.012498011973239,3.787343740876598,3232905.9269362614
2013-04-04 21:29:01,0.20376137629514146,2.198671281728312,0.0009520464360189318,0.27883239021023165,23.41825485,2.208092865702552,5.412969425177282,1.2648287832269234,6.846479531691521,3.921766384903462,2856832.9815473454
2013-03-09 02:33:43,0.21872943964031905,2.1035528425820282,-0.0010288732687982257,0.022406078185823297,21.47407532,2.1148941177515956,5.214329950344712,1.2539267198628126,6.538387650918166,3.8766285798853914,2620761.1400337005
2013-04-05 21:35:37,0.21191004186778079,2.2472639364400857,0.008910901244744975,0.3575012369495214,25.08797741,2.2572330552844106,5.7677755735149745,1.2687946995606492,7.318123075931182,4.113529946647014,2985403.138130781
2013-04-06 22:12:09,0.2616591190186812,2.4184135604056984,-3.9630148884356936e-05,0.3697034141972573,26.56393337,2.432527418904009,5.512434168590616,1.2691381995931752,6.996040776100996,3.650089419695718,3467094.4310826045
2013-04-07 22:11:31,0.16968951250633177,2.093571611262226,-0.002506452307265374,0.5427372756862359,26.676445010000002,2.1004372454652747,6.415815101876507,1.2724300735858276,8.163676082193787,4.9454974103240525,2585053.9030289054
2013-04-08 22:18:09,0.17779212354045493,2.1649258589862757,-0.0025597823426597678,0.7437128306900074,28.17460156,2.17221408109341,6.527757403571606,1.2792486679755208,8.35062496338632,4.91780527258064,2764747.2273659837
2013-04-09 23:14:45,0.30248343407082,2.493981953947409,-0.003576443710026704,0.5670434975724747,30.548128130000002,2.5122583892789794,6.158387754231094,1.2767003865857072,7.862416026571522,3.9955880427977886,3698101.2053968017
2013-04-10 23:14:07,0.33233362561609114,2.6026703640512237,0.0029661330566403453,0.9300524722030725,33.833158499999996,2.6238023291829102,6.633018157057498,1.2849234555772766,8.52292061127314,4.173828371765441,4033781.8586242325
2013-04-11 23:13:58,0.16520567762864885,2.339951719957845,0.0023101991298628516,0.9333176310791349,34.24601555,2.3457764104139205,7.487226076632293,1.2845547606335983,9.617751900678032,5.2667120940263885,3224210.6723595588
2013-04-12 17:02:31,0.29955634671020387,2.6734335034036154,-0.004958278617752803,0.7307659690880701,35.60116768,2.6901636942712783,6.743558188905741,1.2837683012128414,8.657166240301468,4.131271127216489,4240407.524592595
2013-04-13 17:02:10,0.19031757713118838,2.5424354915710987,0.00640642298600372,1.6527479082665701,34.05475998,2.549548785366827,6.694610237687308,1.3082915229842382,8.7585018236498,4.494392794399642,3808700.6065171873
2013-04-14 17:08:47,0.17747094761567817,2.334194340760727,-0.001171108366404334,0.41260406670073246,26.03963375,2.3409312586419557,5.641219707434308,1.2712369186945691,7.171326758557869,3.89437122420662,3210905.3490184965
2013-03-10 03:01:02,0.21371740146539894,2.0080633596772937,0.0014769612652275226,0.04146723543069575,19.52000236,2.019404264670049,5.28604065899808,1.2555802366443678,6.637048181536559,4.12663609371714,2389443.2487328164
2013-04-15 22:55:24,0.35257639081063463,2.073662412687662,-0.007188065702008743,0.8689782966760102,26.446660039999998,2.103422428603125,6.316064057956609,1.2843934258627918,8.112311153367736,4.953545694032751,2592406.98440785
2013-04-16 23:01:59,0.1982289214561488,2.217749038558176,-0.0009349357442510812,0.39690570397596936,24.38951301,2.2265905558336008,5.550200331004884,1.2694294123875172,7.045587544820534,4.0168481059589745,2904898.131797634
2013-04-17 23:01:20,0.1876651628140104,2.3588281121944537,-0.0014157790689688324,1.830033276981296,36.81354332,2.3662815293647665,7.992036127280598,1.3092708430566227,10.463739878103656,5.789619435269706,3280824.575411058
2013-04-18 23:08:03,0.16036887340284606,2.287651979949319,0.0004225804327089878,1.378209630115272,31.16318321,2.2932661766403255,6.998313642558517,1.2964787900528463,9.073165203714593,5.129437814538704,3081478.297092164
2013-04-19 23:07:47,0.1440639539473594,2.2622062740054734,0.00210327842863043,1.2974133181524525,31.792293550000004,2.2667888408443946,7.158302541296952,1.2926720528445301,9.253337640940549,5.276861588714381,3010733.493074796
2013-04-20 15:13:07,0.16082376946664825,2.3875323253862857,-0.009511471285080736,1.6366543979888313,33.621952050000004,2.392942725931799,7.356680266196114,1.3028965150948812,9.5849930814942,5.218785200228511,3355172.010106752
2013-04-21 15:12:31,0.19152233365990484,2.4735822664897054,0.0018582536935228392,1.0259663910185983,30.73457336,2.4809856979400107,6.286913722618786,1.2965188990484515,8.15110245806231,4.2596208409153045,3606606.0210002325
2013-04-22 15:19:08,0.15900225486969566,2.2751370980103576,-0.0003552517128173674,0.8542870882942624,29.41243935,2.2806864168045196,6.926573589250262,1.2837074067102927,8.891693819644457,5.004779758573911,3047763.9936787956
2013-04-23 15:18:30,0.17301513691908332,2.450625919366349,-0.005326446679669091,0.9453526780755417,30.21338558,2.4567257954996307,6.401310243417585,1.2919361813205725,8.27008431132918,4.349049114048513,3536417.685579556
2013-04-24 21:55:14,0.2690212404664673,3.175109309715846,-0.004889619905572424,2.0936769167577296,43.38468551,3.186485769066975,6.818092203927041,1.339602262895197,9.133531745008764,3.839747195049121,5949413.415829667
2013-03-11 03:00:24,0.2151845687015476,2.0605624066005657,0.0010116401845517633,0.044484341555123486,21.216959,2.0717678031340254,5.235225836405348,1.2553755283146244,6.5721744002237354,3.982370465153417,2514967.2902431055
2013-04-25 23:22:02,0.25843893169267634,2.964991204628447,0.0295543012836531,2.5566261481551775,44.3808403,2.976233109979543,7.717529155556594,1.332589336183571,10.284297054380518,4.604728217980811,5190199.715948367
2013-03-12 06:17:10,0.2933527934265346,2.079127387720726,-0.00842802672142704,0.01800665993980033,20.049853319999997,2.099720589931328,4.796571871655262,1.2537239877088149,6.013577214263568,3.5906520332345577,2583290.1967884256
2013-03-13 06:34:04,0.21292969381717458,1.9719805062809994,-0.0014294285241912533,0.017419294114846995,18.83698272,1.9834430094311615,4.849648966096922,1.253872150696851,6.080839779244708,3.8441213666286336,2305099.2776385606
2013-03-14 06:50:41,0.24400527354166665,1.8114284760221226,0.002216083451724788,0.005757439361839811,17.86165142,1.8277887452492898,4.908488830188285,1.2536475229000323,6.153514863148022,4.220585494557195,1957501.8426457196
2013-03-15 06:50:03,0.20983530383389995,1.9973310274297136,0.0015589737859274628,0.07109314872485673,21.1204319,2.008323203039914,5.43228942606763,1.2567890391010166,6.82724180790615,4.272421221086757,2363292.048317318
